name,kind,sidocode,sido,sigungucode,sigungu,dongcode,dong,jibuncode,jibun,jibunaddr,doro,doroaddr,gyundo,wido
플라이웍스,생활서비스,11,서울특별시,11170,용산구,1117013000,이태원동,1.12E+18,183,서울특별시 용산구 이태원동 183-1번지 ,서울특별시 용산구 이태원로,"서울특별시 용산구 이태원로 145, (이태원동)",126.9898896,37.53457657
경찰태권도,학문/교육,11,서울특별시,11290,성북구,1129013400,길음동,1.13E+18,1283,서울특별시 성북구 길음동 1283-4번지 ,서울특별시 성북구 길음로,"서울특별시 성북구 길음로 20, (길음동)",127.0230196,37.6047493
옐로우캡익스프레스,생활서비스,11,서울특별시,11350,노원구,1135010400,하계동,1.14E+18,168,서울특별시 노원구 하계동 168-9번지 ,서울특별시 노원구 공릉로58나길,"서울특별시 노원구 공릉로58나길 9, (하계동)",127.0733925,37.63599815
경기전화번호부,생활서비스,11,서울특별시,11350,노원구,1135010500,상계동,1.14E+18,707,서울특별시 노원구 상계동 707-3번지 ,서울특별시 노원구 노해로75길,"서울특별시 노원구 노해로75길 14-25, (상계동)",127.0587437,37.65475888
신호상사,소매,11,서울특별시,11470,양천구,1147010100,신정동,1.15E+18,934,서울특별시 양천구 신정동 934-4번지 ,서울특별시 양천구 신정중앙로,"서울특별시 양천구 신정중앙로 8, (신정동)",126.852498,37.52775302
동아조명,소매,11,서울특별시,11170,용산구,1117012800,한강로3가,1.12E+18,1,서울특별시 용산구 한강로3가 1-3번지 ,서울특별시 용산구 청파로,"서울특별시 용산구 청파로 101, (한강로3가)",126.9621501,37.53345301
오피스알파,소매,11,서울특별시,11740,강동구,1174010500,길동,1.17E+18,411,서울특별시 강동구 길동 411-1번지 ,서울특별시 강동구 양재대로,"서울특별시 강동구 양재대로 1466, (길동)",127.1398539,37.53675525
파랑새어린이집,학문/교육,11,서울특별시,11320,도봉구,1132010700,창동,1.13E+18,374,서울특별시 도봉구 창동 374번지 ,서울특별시 도봉구 덕릉로,"서울특별시 도봉구 덕릉로 329, (창동)",127.0454865,37.64483109
반석공인중개사사무소,부동산,11,서울특별시,11740,강동구,1174010100,명일동,1.17E+18,15,서울특별시 강동구 명일동 15번지 삼익그린2차 ,서울특별시 강동구 고덕로,"서울특별시 강동구 고덕로 210, (명일동, 삼익그린2차)",127.1470486,37.55380135
해동카센타,생활서비스,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,936,서울특별시 강남구 대치동 936-17번지 ,서울특별시 강남구 도곡로63길,"서울특별시 강남구 도곡로63길 13, (대치동)",127.0540112,37.49778597
삼성라지에타,소매,11,서울특별시,11740,강동구,1174010300,상일동,1.17E+18,19,서울특별시 강동구 상일동 19-4,서울특별시 강동구 조정대로31번길,서울특별시 강동구 조정대로31번길 14,127.1819193,37.5496149
서광카센타,생활서비스,11,서울특별시,11680,강남구,1168010400,청담동,1.17E+18,2,서울특별시 강남구 청담동 2-19번지 ,서울특별시 강남구 도산대로,"서울특별시 강남구 도산대로 418, (청담동)",127.0412832,37.52293991
부동산명가공인중개사사무소,부동산,11,서울특별시,11710,송파구,1171010600,삼전동,1.17E+18,45,서울특별시 송파구 삼전동 45번지 ,서울특별시 송파구 삼전로6길,"서울특별시 송파구 삼전로6길 18, (삼전동)",127.0890338,37.50262059
키즈북렌탈목동점,소매,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907-17번지 ,서울특별시 양천구 목동동로,"서울특별시 양천구 목동동로 379, (목동)",126.878696,37.53560043
제일중앙보습학원,학문/교육,11,서울특별시,11350,노원구,1135010500,상계동,1.14E+18,693,서울특별시 노원구 상계동 693번지 ,서울특별시 노원구 동일로,"서울특별시 노원구 동일로 1426, (상계동)",127.0605308,37.65594447
청실홍실금은시계,소매,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,629,서울특별시 강남구 대치동 629번지 ,서울특별시 강남구 남부순환로,"서울특별시 강남구 남부순환로 2913, (대치동)",127.0585077,37.49273992
삼성수학,학문/교육,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,975,서울특별시 강남구 대치동 975-16번지 ,서울특별시 강남구 삼성로64길,"서울특별시 강남구 삼성로64길 27, (대치동)",127.062607,37.50044052
BASE스튜디오,생활서비스,11,서울특별시,11170,용산구,1117013100,한남동,1.12E+18,1,서울특별시 용산구 한남동 1-253번지 ,서울특별시 용산구 유엔빌리지길,"서울특별시 용산구 유엔빌리지길 151, (한남동)",127.0126817,37.53512073
구몬학습중랑지국,학문/교육,11,서울특별시,11260,중랑구,1126010400,묵동,1.13E+18,250,서울특별시 중랑구 묵동 250-23번지 ,서울특별시 중랑구 동일로,"서울특별시 중랑구 동일로 847, (묵동)",127.078307,37.6059419
대성오토바이부속상사,생활서비스,11,서울특별시,11530,구로구,1153010300,가리봉동,1.15E+18,107,서울특별시 구로구 가리봉동 107-44번지 ,서울특별시 구로구 우마1길,"서울특별시 구로구 우마1길 51, (가리봉동)",126.8893494,37.4840353
재윤건축인테리어,소매,11,서울특별시,11215,광진구,1121510100,중곡동,1.12E+18,39,서울특별시 광진구 중곡동 39-38번지 ,서울특별시 광진구 긴고랑로,"서울특별시 광진구 긴고랑로 71, (중곡동)",127.0839243,37.56160912
한일철물,소매,11,서울특별시,11260,중랑구,1126010300,중화동,1.13E+18,332,서울특별시 중랑구 중화동 332-53번지 대고샤인빌 ,서울특별시 중랑구 동일로143길,"서울특별시 중랑구 동일로143길 75, (중화동, 대고샤인빌)",127.0743351,37.60475748
왕수학이화학원,학문/교육,11,서울특별시,11230,동대문구,1123010700,청량리동,1.12E+18,205,서울특별시 동대문구 청량리동 205-562번지 ,서울특별시 동대문구 회기로8길,"서울특별시 동대문구 회기로8길 42, (청량리동)",127.0413418,37.59080727
타임교육,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,408,서울특별시 양천구 목동 408-216번지 ,서울특별시 양천구 목동서로,"서울특별시 양천구 목동서로 258, (목동)",126.869156,37.52446272
조은유학원,생활서비스,11,서울특별시,11110,종로구,1111013500,관철동,1.11E+18,11,서울특별시 종로구 관철동 11-1번지 ,서울특별시 종로구 삼일대로15길,"서울특별시 종로구 삼일대로15길 13, (관철동)",126.9867226,37.5687711
일흥부동산,부동산,11,서울특별시,11350,노원구,1135010300,공릉동,1.14E+18,502,서울특별시 노원구 공릉동 502-1번지 ,서울특별시 노원구 동일로190길,"서울특별시 노원구 동일로190길 30, (공릉동)",127.0749028,37.62566608
개전리구판장,소매,11,서울특별시,11410,서대문구,1141011300,대신동,1.14E+18,126,서울특별시 서대문구 대신동 126-25번지 ,서울특별시 서대문구 봉원사길,"서울특별시 서대문구 봉원사길 22, (대신동)",126.9464954,37.56769813
하이렌터카,생활서비스,11,서울특별시,11305,강북구,1130510200,번동,1.13E+18,428,서울특별시 강북구 번동 428-3번지 ,서울특별시 강북구 한천로,"서울특별시 강북구 한천로 924-12, (번동)",127.0374017,37.63470985
미스미스노래짱,관광/여가/오락,11,서울특별시,11410,서대문구,1141011000,북아현동,1.14E+18,1,서울특별시 서대문구 북아현동 1-1183번지 렉스힐 ,서울특별시 서대문구 북아현로22나길,"서울특별시 서대문구 북아현로22나길 13-25, (북아현동, 렉스힐)",126.9532161,37.56711818
성호아이디,소매,11,서울특별시,11290,성북구,1129013800,장위동,1.13E+18,74,서울특별시 성북구 장위동 74-295번지 ,서울특별시 성북구 장위로,"서울특별시 성북구 장위로 140-1, (장위동)",127.052294,37.61381821
한국발레하우스,학문/교육,11,서울특별시,11650,서초구,1165010100,방배동,1.17E+18,978,서울특별시 서초구 방배동 978-32번지 ,서울특별시 서초구 효령로,"서울특별시 서초구 효령로 81, (방배동)",126.9930857,37.48028849
시너지텔레콤,소매,11,서울특별시,11305,강북구,1130510100,미아동,1.13E+18,52,서울특별시 강북구 미아동 52-1번지 ,서울특별시 강북구 월계로7나길,"서울특별시 강북구 월계로7나길 4, (미아동)",127.0336954,37.61294655
홍포토,생활서비스,11,서울특별시,11110,종로구,1111016500,이화동,1.11E+18,12,서울특별시 종로구 이화동 12-2번지 ,서울특별시 종로구 율곡로19길,"서울특별시 종로구 율곡로19길 19, (이화동)",127.0058887,37.5763226
소망공인중개사사무소,부동산,11,서울특별시,11470,양천구,1147010100,신정동,1.15E+18,1259,서울특별시 양천구 신정동 1259번지 신트리1단지 ,서울특별시 양천구 신정로,"서울특별시 양천구 신정로 293, (신정동, 신트리1단지)",126.8550229,37.51429798
태백산보살,생활서비스,11,서울특별시,11110,종로구,1111017400,창신동,1.11E+18,81,서울특별시 종로구 창신동 81-1번지 ,서울특별시 종로구 지봉로7길,"서울특별시 종로구 지봉로7길 7, (창신동)",127.0153179,37.57469866
여원전인방,소매,11,서울특별시,11305,강북구,1130510300,수유동,1.13E+18,293,서울특별시 강북구 수유동 293-3번지 ,서울특별시 강북구 인수봉로78길,"서울특별시 강북구 인수봉로78길 31, (수유동)",127.0127324,37.64443538
대봉공인중개사사무소,부동산,11,서울특별시,11380,은평구,1138010300,불광동,1.14E+18,635,서울특별시 은평구 불광동 635번지 북한산힐스테이트1차 ,서울특별시 은평구 불광로2길,"서울특별시 은평구 불광로2길 33, (불광동, 북한산힐스테이트1차)",126.9356224,37.61264333
관악퓨리스생수,소매,11,서울특별시,11545,금천구,1154510100,가산동,1.15E+18,34,서울특별시 금천구 가산동 34-17번지 ,서울특별시 금천구 벚꽃로46길,"서울특별시 금천구 벚꽃로46길 11, (가산동)",126.8832146,37.48295027
우리자산관리첫마을3단지,부동산,11,서울특별시,11650,서초구,1165010800,서초동,1.17E+18,1317,서울특별시 서초구 서초동 1317-23번지 ,서울특별시 서초구 서초대로,"서울특별시 서초구 서초대로 411, (서초동)",127.0259036,37.49809817
신화전기,소매,11,서울특별시,11530,구로구,1153010100,신도림동,1.15E+18,406,서울특별시 구로구 신도림동 406-1번지 ,서울특별시 구로구 경인로,"서울특별시 구로구 경인로 577, (신도림동)",126.8808982,37.50406687
아이템플날개달기강북미아지점,학문/교육,11,서울특별시,11320,도봉구,1132010700,창동,1.13E+18,804,서울특별시 도봉구 창동 804번지 ,서울특별시 도봉구 덕릉로59아길,"서울특별시 도봉구 덕릉로59아길 17, (창동)",127.0379887,37.64191391
신흥전파사,생활서비스,11,서울특별시,11620,관악구,1162010200,신림동,1.16E+18,1631,서울특별시 관악구 신림동 1631-7번지 ,서울특별시 관악구 문성로,"서울특별시 관악구 문성로 232, (신림동)",126.9291881,37.47900581
태영상사,소매,11,서울특별시,11410,서대문구,1141011800,홍은동,1.14E+18,189,서울특별시 서대문구 홍은동 189-33번지 ,서울특별시 서대문구 연희로41길,"서울특별시 서대문구 연희로41길 137, (홍은동)",126.9341467,37.59461837
세양공인중개사,부동산,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,1707,서울특별시 관악구 봉천동 1707-1번지 은천아파트 ,서울특별시 관악구 인헌12길,"서울특별시 관악구 인헌12길 46-1, (봉천동, 은천아파트)",126.9645452,37.47065283
대성종합설비,생활서비스,11,서울특별시,11530,구로구,1153010100,신도림동,1.15E+18,406,서울특별시 구로구 신도림동 406-1번지 ,서울특별시 구로구 경인로,"서울특별시 구로구 경인로 577, (신도림동)",126.8808982,37.50406687
케이에이취피코스메틱,소매,11,서울특별시,11500,강서구,1150010400,가양동,1.15E+18,116,서울특별시 강서구 가양동 116-2번지 ,서울특별시 강서구 강서로74길,"서울특별시 강서구 강서로74길 28, (가양동)",126.8424204,37.5670839
청룡내동공사,생활서비스,11,서울특별시,11650,서초구,1165010100,방배동,1.17E+18,767,서울특별시 서초구 방배동 767-1번지 ,서울특별시 서초구 방배중앙로27길,"서울특별시 서초구 방배중앙로27길 17, (방배동)",126.9848473,37.49503131
월드태권도,학문/교육,11,서울특별시,11710,송파구,1171011300,거여동,1.17E+18,290,서울특별시 송파구 거여동 290-2번지 ,서울특별시 송파구 양산로4길,"서울특별시 송파구 양산로4길 9, (거여동)",127.1443472,37.49008593
아우성노래연습장,관광/여가/오락,11,서울특별시,11740,강동구,1174010800,성내동,1.17E+18,9,서울특별시 강동구 성내동 9-14번지 ,서울특별시 강동구 천호대로,"서울특별시 강동구 천호대로 1034, (성내동)",127.1267457,37.53719968
홍선생미술잠실지사,학문/교육,11,서울특별시,11710,송파구,1171010200,신천동,1.17E+18,11,서울특별시 송파구 신천동 11-10번지 잠실아이스페이스 ,서울특별시 송파구 오금로,"서울특별시 송파구 오금로 58, (신천동, 잠실아이스페이스)",127.1053896,37.516712
